Iniciativa;Dia/Semana;Data Inicial;Data Final;Principal usuario;Mencao inicial;Assunto;Impacto;Titulos;Posts;Usuarios;Alcance Potencial;RTs;Posts/Dia;Sent. Positivo;Sent. Negativo;Sent. Neutro;Duracao;Atualizacoes
Gauge;Quarta;2019-06-19;2019-06-21;Sindicato dos Bancários;https://twitter.com/spbancarios/status/1141443922478206976;Relações Trabalhistas;Baixo;ALERTA 12425/19: (Baixo) Sindicato dos Bancários realiza crítica à infraestrutura do Itaú;6;4;24276;1;2;NA;NA;NA;3;2
Gauge;Quarta;2019-06-19;2019-06-22;NA;NA;Agência;Baixo;ALERTA 11429/19: (Baixo) Problemas com caixa eletrônico Vila Kosmos 8794;31;31;43968;30;8;NA;NA;NA;4;0
Gauge;Sexta;2019-06-21;2019-06-24;NA;NA;Agência;Baixo;ALERTA 11428/19: (Baixo) Usuária alega débito incorreto de R$1.000 em conta;50;20;92392;6;13;NA;NA;NA;4;1
Gauge;Domingo;2019-06-23;2019-06-23;NA;NA;Diversidade;Moderado;ALERTA 02430/19: (Moderado) Usuários alegam que o Itaú inviabiliza o nome social;186;183;254998;180;93;NA;NA;NA;1;0
Gauge;Domingo;2019-06-23;2019-06-23;NA;NA;Relações Políticas;Baixo;ALERTA 08431/19: (Baixo) Usuário supõe que o Itaú estava envolvido na Operação Zelotes;24;24;35601;22;12;NA;NA;NA;1;0
Gauge;Segunda;2019-06-24;2019-06-25;NA;NA;Relações Políticas;Moderado;ALERTA 08432/19: (Moderado) Usuário associa o Itaú ao partido novo em publicação sobre Juan Guaido;72;72;217948;71;36;NA;NA;NA;2;0
Gauge;Quarta;2019-06-26;2019-06-28;NA;NA;Agência;Baixo;ALERTA 11434/19: (Baixo) Recusa ocasiona queda de idosa ao tentar fazer prova de vida;16;13;3260;4;5;NA;NA;NA;2;1
Gauge;Quinta;2019-06-27;2019-06-27;NA;NA;Segurança;Baixo;ALERTA 05433/19: (Baixo) Agência é assaltada em Uberaba;21;20;19799;11;21;NA;NA;NA;1;0
Gauge;Quinta;2019-06-27;2019-06-30;NA;NA;Relações Políticas;Baixo;ALERTA 08440/19: (Baixo) Suposto empréstimo ao BNDES volta a repercutir;15;15;84696;14;4;NA;NA;NA;4;0
Gauge;Sexta;2019-06-28;2019-06-28;Luis Felipe;https://twitter.com/luisinh093/status/1144595942898831362;Agência;Baixo;ALERTA 11436/19: (Baixo) Usuário relata racismo em agência do Itaú;1;1;202;0;1;NA;NA;NA;1;0
Gauge;Sexta;2019-06-21;2019-07-02;NA;NA;Diversidade;Alto;ALERTA 02427/19: (ALTO) Repercussão da nova foto no perfil do Itaú;1138;996;1397425;550;195;NA;1;NA;12;16
Gauge;Quinta;2019-07-04;2019-07-05;NA;NA;Relações Políticas;Baixo;ALERTA 08444/19: (Baixo) Internauta comenta sobre fechamento da fábrica Duratex;64;64;137257;63;32;NA;NA;NA;5;0
Gauge;Segunda;2019-07-01;2019-07-01;Sindicato dos Bancários de SP, Osasco e Região;https://twitter.com/spbancarios/status/1145750055762219009;Relações Trabalhistas;Baixo;ALERTA 12441/19: (Baixo) Sindicato acusa o Itaú de demissões para cumprir meta de desligamentos;2;2;20352;0;2;NA;NA;NA;10;1
Gauge;Quarta;2019-07-03;2019-07-04;Roberta Bastos;https://twitter.com/robertabastosn/status/1146393365833011203;Relações Políticas;Extremo;ALERTA 08443/19: (Extremo) Influenciadora associa o Itaú á critica social;524;520;757630;519;262;NA;1;NA;7;3
Gauge;Quinta;2019-07-04;2019-07-10;NA;NA;Institucional;Moderado;ALERTA 07445/19: (Moderado) Usuários alegam que a XP Investimentos é de propriedade do Itaú;136;124;9897261;63;19;NA;NA;NA;9;5
Gauge;Terça;2019-06-25;2019-07-10;NA;NA;Produtos e Serviços;Moderado;ALERTA 06439/19: (Moderado) Cartão de crédito Mercado Livre em parceria com Itaucard;139;126;10846906;47;9;NA;NA;NA;21;5
Gauge;Sexta;2019-07-12;2019-07-14;NA;NA;Produtos e Serviços;Moderado;ALERTA 06449/19: (Moderado) Deputado volta a reclamar do consórcio Itaú;112;99;962045;33;37;NA;NA;NA;4;3
Gauge;Quinta;2019-07-11;2019-07-11;NA;NA;Institucional;Baixo;ALERTA 07448/19: (Baixo) Influenciadores citam possível lucro do Itaú em 2018;63;55;113072;60;63;NA;NA;NA;7;0
Gauge;Segunda;2019-07-15;2019-07-15;NA;NA;Fraude;Baixo;ALERTA 01451/19: (Baixo) Possível carta fraudulenta em nome da Serasa Experian;6;5;299769;5;6;NA;NA;NA;2;0
Gauge;Domingo;2019-07-07;2019-07-08;NA;NA;Relações Trabalhistas;Baixo;ALERTA 12446/19: (Baixo) Possível detenção injusta de gerente;18;18;332743;5;9;NA;NA;NA;10;0
Gauge;Quarta;2019-07-17;2019-07-17;Márcio B Fasano;https://twitter.com/ComendadorMBF/status/1151534892477534209;Atendimento;Baixo;ALERTA 03454/19 (Baixo): Usuário faz reclamação sobre tempo de atendimento em ligação;46;7;5843;36;46;NA;NA;NA;2;0
Gauge;Terça;2019-07-16;2019-07-16;José Alves Braga Junior;https://twitter.com/JOSALVESBRAGAJ1/status/1151136809461530625;Fraude;Baixo;ALERTA 01453/19 (Baixo): Internauta denuncia possível fraude;1;1;56;0;1;NA;NA;NA;3;0
Gauge;Segunda;2019-07-15;2019-07-16;NA;NA;Institucional;Baixo;ALERTA 07452/19 (Baixo): Repercussão sobre o aumento do PIB ;58;56;3289287;51;29;NA;NA;NA;10;0
Gauge;Quarta;2019-07-17;2019-07-18;Professor Tulio;https://twitter.com/proftulionit/status/1151570060726738950;Relações Políticas;Baixo;ALERTA 08456/19: (Baixo) Proposta do MEC de captação de investimento privado;43;43;70496;33;22;NA;NA;NA;7;0
Gauge;Sabado;2019-07-13;2019-07-14;Damiani;https://twitter.com/Damianizando/status/1150214657132699649;Atendimento;Baixo;ALERTA 03450/19: (Baixo) Influenciador tem cartão bloqueado sem consentimento;74;66;767797;8;37;NA;NA;NA;11;0
Gauge;Sexta;2019-07-19;2019-07-22;NA;NA;Institucional;Moderado;ALERTA 07458/19 (Moderado): Famílias do Itaú teriam recebido dividendos;186;184;432156;165;47;NA;NA;NA;5;3
Gauge;Quarta;2019-07-17;2019-07-17;ProconNARJ;https://twitter.com/ProconRJ/status/1151600901007794178;Institucional;Baixo;ALERTA 07455/19: (Baixo) Ação para combater golpe do boleto;2;2;20164;1;2;NA;NA;NA;2;0
Gauge;Domingo;2019-07-21;2019-07-21;Marcelo Tas;https://twitter.com/MarceloTas/status/1152985504364814337;Mobilidade;Baixo;ALERTA 09459/19 (Baixo): Instabilidade nas bicicletas Itaú no Rio de Janeiro;8;7;9571895;1;8;NA;NA;NA;5;0
Gauge;Terça;2019-07-23;2019-07-25;NA;https://www.facebook.com/itau/posts/2362056330510685?comment_id=2363558203693831&comment_tracking=%7B%22tn%22%3A%22R%22%7D;Relações Trabalhistas;Baixo;ALERTA 12462/19: Funcionário comete suicídio em agência;3;3;20548;0;1;NA;NA;NA;3;6
Gauge;Terça;2019-07-23;2019-07-29;Allan dos Santos;https://twitter.com/allantercalivre/status/1153742300922728464;Institucional;Extremo;ALERTA 07463/19: (Extremo) Influenciador critica Green Peace e relaciona ao Itaú;2808;2115;2171189;2734;401;NA;1;NA;8;7
Gauge;Segunda;2019-07-08;2019-07-21;NA;NA;Relações Políticas;Extremo;ALERTA 08447/19: (Extremo) Reforma da previdência e um suposto perdão de dívidas e apoio;1794;1570;10709499;1589;128;NA;1;NA;23;17
Gauge;Domingo;2019-07-21;2019-07-26;NA;NA;Relações Políticas;Extremo;ALERTA 08460/19 (Extremo): Influenciadora critica Frei Betto e relaciona o Itaú;612;591;920517;610;102;NA;1;NA;8;3
Gauge;Quarta;2019-07-24;2019-07-26;NA;NA;Institucional;Baixo;ALERTA 07465/19: (Baixo) Usuários compartilham decisão do Carf sobre o Itaú;9;4;2567;0;3;NA;NA;NA;6;3
Gauge;Quarta;2019-07-24;2019-07-29;NA;NA;Relações Políticas;Moderado;ALERTA 08466/19 (Moderado) NA Suposto extrato bancário ligado a hacker;138;106;343704;115;23;NA;NA;NA;7;4
Gauge;Sexta;2019-07-26;2019-07-28;NA;NA;Fraude;Baixo;ALERTA 01467/19 (Baixo): Usuária associa deep web ao Itaú;10;6;38725;5;3;NA;NA;NA;4;2
Gauge;Sexta;2019-07-19;2019-07-26;NA;NA;Relações Políticas;Extremo;ALERTA 08457/19: (Extremo) Delação do Palocci;1679;1391;8363438;1487;240;NA;1;NA;11;14
Gauge;Domingo;2019-07-28;2019-07-29;NA;NA;Relações Políticas;Moderado;ALERTA 08469/19: (Moderado) Suposta associação do Itaú com reforma tributária;141;123;636067;129;71;NA;NA;NA;4;0
Gauge;Quarta;2019-07-03;2019-07-31;@renoirvieira;https://twitter.com/jlbraga/status/1155091115344912384;ITI;Baixo;ALERTA 13442/19: (Baixo) Repercussão sobre o lançamento do ITI;26;18;11542;0;1;NA;NA;NA;29;23
Gauge;Quarta;2019-07-17;2019-08-21;NA;NA;Institucional;Extremo;ALERTA 07461/19 (Extremo): Repercussão sobre a divulgação do balanço do Itaú;6887;5246;34889157;6174;197;NA;1;0;36;20
Gauge;Terça;2019-07-23;2019-08-06;NA;NA;Relações Políticas;Extremo;ALERTA 08468/19: (Extremo) Suposto encontro entre Dallagnol, Fux e bancos para compra da BR Distribuidora;3590;2809;4829011;3435;239;NA;1;NA;15;11
Gauge;Terça;2019-07-30;2019-08-05;NA;NA;Produtos e Serviços;Baixo;ALERTA 06472/19: (Baixo) Usuários relatam intermitência com o site e aplicativo;58;51;28537;0;8;NA;NA;NA;7;3
Gauge;Terça;2019-07-30;2019-08-16;NA;NA;Relações Políticas;Extremo;ALERTA 08471/19 (Extremo): Repercussão da declaração do Candido Bracher sobre reformas;13622;9661;32500190;12857;757;0;1;NA;18;15
Gauge;Sexta;2019-08-02;2019-08-02;Glennio;https://twitter.com/iGlennio/status/1157326750906347520;Fraude;Baixo;ALERTA 01474/19 (Baixo): Usuário relata vulnerabilidade no portal da Use Rede;2;1;149;0;2;NA;NA;NA;1;0
Gauge;Sexta;2019-08-02;2019-08-05;NA;NA;Relações Políticas;Alto;ALERTA 08473/19 (ALTO): Hacker é réu por golpe no Itaú;491;438;10835747;312;123;NA;1;NA;4;4
Gauge;Sexta;2019-08-02;2019-08-13;NA;NA;Relações Políticas;Alto;ALERTA 08475/19: (ALTO) Itaú é citado como devedor da Previdência;802;771;1553552;780;67;NA;1;NA;12;3
Gauge;Quarta;2019-08-07;2019-08-07;Sindicato dos bancários SP;https://twitter.com/spbancarios/status/1159181984104628230;Relações Trabalhistas;Baixo;ALERTA 12476/19 (Baixo): Sindicato dos Bancários compartilha suposta decisão judicial contra demissão;2;2;20530;1;2;NA;NA;NA;1;1
Gauge;Quinta;2019-08-08;2019-08-13;NA;NA;Relações Políticas;Alto;ALERTA 08477/19 (ALTO): Críticas ao economista do Itaú que comentou sobre a Reforma da Previdência;449;419;749590;387;75;NA;1;NA;6;2
Gauge;Quarta;2019-08-14;2019-08-14;Pato Corporation;https://twitter.com/PatoCorporation/status/1161580622751719424;Relações Políticas;Moderado;ALERTA 08478/19: (Moderado) Influenciador acusa bancos de apoio a nova MP;111;110;191585;110;111;NA;NA;NA;1;0
Gauge;Quinta;2019-08-15;2019-08-19;NA;NA;Agência;Moderado;ALERTA 11479/19: (Moderado) Repercussão sobre dificuldade de locomoção de idoso;86;74;676149;32;17;NA;NA;NA;5;5
Gauge;Domingo;2019-08-18;2019-08-19;@jmrneto;https://twitter.com/jmrneto/status/1162923630256431104;Diversidade;Baixo;ALERTA 02480/19: (Baixo) Comentário preconceituoso de possível colaborador;64;52;27595;27;32;NA;NA;NA;2;3
Gauge;Domingo;2019-08-18;2019-08-23;Allan dos Santos;https://twitter.com/allantercalivre/status/1163156531539599360;Institucional;Extremo;ALERTA 07481/19: (Extremo) Influenciador volta a criticar o Green Peace e relaciona ao Itaú;2106;1998;2309762;2079;351;NA;1;NA;6;4
Gauge;Quarta;2019-08-21;2019-08-27;NA;NA;Relações Políticas;Baixo;ALERTA 08484/19: (Baixo) Internautas criticam Pedro Moreira Salles e o ministro Ricardo Salles;36;20;11391;7;5;NA;NA;NA;7;3
Gauge;Quinta;2019-08-22;2019-08-24;NA;NA;Relações Políticas;Moderado;ALERTA 08483/19: (Moderado) Suposto acordo entre bancos e Lava Jato;137;117;249917;109;46;NA;NA;NA;3;4
Gauge;Quinta;2019-08-22;2019-08-29;NA;NA;Relações Políticas;Extremo;ALERTA 08485/19: (Extremo) Influenciadores associam o partido Novo com o Personnalité;906;853;1959502;717;113;NA;1;NA;8;6
Gauge;Segunda;2019-08-26;2019-08-28;NA;NA;Mobilidade;Baixo;ALERTA 09487/19: (Baixo) Assaltos com bike do Itaú;58;57;95953;45;19;NA;NA;NA;3;2
Gauge;Terça;2019-08-27;2019-08-28;Rodrigo Gambele;https://www.facebook.com/1661016600811731/posts/2407075656205818/;NA;NA;ALERTA 01488/19: Clientes descobrem tentativa de golpe em caixas eletrônicos;0;NA;NA;NA;NA;NA;NA;NA;2;1
Gauge;Terça;2019-08-27;2019-08-28;NA;NA;Relações Políticas;Alto;ALERTA 08489/19: (ALTO) Usuários ameaçam boicote aos anunciantes da Rede Globo;420;314;455614;277;210;NA;1;NA;2;1
Gauge;Domingo;2019-09-01;2019-09-03;NA;NA;Relações Políticas;Extremo;ALERTA 08492/19: (Extremo) : Assessora de candidato do PT realiza transações em conta bancária Itaú;675;672;683058;672;255;NA;1;NA;3;1
Gauge;Quarta;2019-08-28;2019-09-03;NA;NA;Relações Políticas;Moderado;ALERTA 08493/19: (Moderado) The Intercept noticia sobre Lava Jato e acordo entre bancos;301;298;976608;286;43;NA;NA;NA;7;2
Gauge;Terça;2019-09-10;2019-09-15;NA;NA;Agência;Baixo;ALERTA 11496/19: (Baixo) Usuários relatam suposto golpe na agência 0720 em Niterói;23;21;95740;7;4;NA;NA;NA;6;4
Gauge;Terça;2019-09-10;2019-09-10;Miguel Sousa;https://twitter.com/raiseyourweapns/status/1171509121545207813;Diversidade;Baixo;ALERTA 13497/19: (Baixo) Cliente Trans reclama de cobrança indevida do Itaú;14;9;16282;12;7;NA;NA;NA;1;0
Gauge;Domingo;2019-08-22;2019-09-08;NA;NA;Institucional;Extremo;ALERTA 07491/19: (Extremo) Moradores de Belo Horizonte reclamam sobre possível retirada do relógio;2291;1835;2734874;1794;127;NA;1;NA;18;9
Gauge;Sexta;2019-09-06;2019-09-07;Pato Corporation;https://twitter.com/PatoCorporation/status/1169991618797195267;Relações Políticas;Moderado;ALERTA 08494/19 (Moderado): Pato Corporation cita que Paulo Guedes repassou dinheiro para bancos;185;183;246131;183;93;NA;NA;NA;2;1
Gauge;Quinta;2019-09-12;2019-09-16;NA;NA;Relações Políticas;Baixo;ALERTA 08498/19: (Baixo) Publicação de Amoêdo desencadeia questionamentos;77;62;75727;32;15;NA;NA;NA;5;2
Gauge;Segunda;2019-08-30;2019-09-09;NA;NA;Relações Políticas;Extremo;ALERTA 08490/19 (Extremo): Palocci delata suposta articulação sobre a fusão entre Itaú e Unibanco;1466;1044;2111647;1185;133;NA;1;NA;11;11
Gauge;Domingo;2019-09-15;2019-09-20;NA;NA;Institucional;Moderado;ALERTA 07499/19: (Moderado) Usuários questionam publicidade do Itaú;311;303;509913;309;52;NA;NA;NA;6;5
Gauge;Quarta;2019-09-18;2019-09-20;Palmério Dória;https://twitter.com/palmeriodoria/status/1174330054056300544;Relações Políticas;Baixo;ALERTA 08501/19: (Baixo) Usuário insinua vantagens do Itaú para militares na reforma da previdência;57;57;381698;56;19;NA;NA;NA;3;1
Gauge;Quarta;2019-09-18;2019-09-18;Matheus;https://twitter.com/BestVayneBRazil/status/1174393666766594049;Fraude;Baixo;ALERTA 01502/19: (Baixo) Usuário relata golpe via SMS;1;1;303;0;1;NA;NA;NA;1;0
Gauge;Quarta;2019-09-18;2019-09-24;NA;NA;Produtos e Serviços;Moderado;ALERTA 06504/19: (Moderado) Campanha redução de juros nos fundos Thiago Nigro;116;94;688401;47;19;NA;NA;NA;7;6
Gauge;Segunda;2019-09-16;2019-09-25;NA;NA;Produtos e Serviços;Alto;ALERTA 06500/19: (ALTO) YouTuber revela problemas com consórcio;1910;1018;2800210;288;191;NA;1;NA;10;15
Gauge;Sexta;2019-09-20;2019-09-22;NA;NA;Institucional;Moderado;ALERTA 07505/19: (Moderado) Público cita boicote aos patrocinadores da CBF;223;183;315407;184;74;NA;NA;NA;3;0
Gauge;Quarta;2019-09-18;2019-09-26;NA;NA;Institucional;Extremo;ALERTA 07503/19: (Extremo) Internautas questionam patrocinadores do Rock in Rio sobre vídeo;3721;3605;3202958;3685;530;NA;1;NA;9;9
Gauge;Sexta;2019-09-06;2019-09-27;NA;NA;Produtos e Serviços;Moderado;ALERTA 06495/19: (Moderado) Usuários relatam problemas com o site e aplicativos.;308;246;219361;30;14;NA;NA%;NA;22;18
Gauge;Quarta;2019-09-25;2019-09-25;NA;NA;Agência;NA;ALERTA 11506/19: Acidente em agência do Itaú;0;NA;NA;NA;NA;NA;NA;NA;1;1
Gauge;Sabado;2019-09-28;2019-09-29;NA;NA;Relações Trabalhistas;Alto;ALERTA 12509/19: (ALTO) Influenciador relaciona trabalho informal com as bicicletas do Itaú;360;357;550301;358;180;NA;1;NA;2;0
Gauge;Quinta;2019-08-19;2019-09-30;NA;NA;Relações Políticas;Extremo;ALERTA 08482/19: (Extremo) Suposto empréstimo do Itaú e outras instituições ao BNDES;29233;16496;19029285;27416;664;NA;1;NA;44;59
Gauge;Sexta;2019-09-27;2019-10-10;NA;NA;Comunicação;Moderado;ALERTA 04508/19: (Moderado) Críticas com a hashtag da campanha do Rock in Rio;533;428;350214;36;38;NA;NA;NA;14;9
Gauge;Sexta;2019-09-27;2019-10-04;NA;NA;Produtos e Serviços;Moderado;ALERTA 06514/19: (Moderado) Instabilidade no site e aplicativos;102;88;310533;2;11;NA;NA;NA;7;3
Gauge;Sexta;2019-09-27;2019-10-01;NA;NA;Relações Políticas;Extremo;ALERTA 08511/19: (Extremo) Intercept critica fala de Candido Bracher;927;904;2838297;910;185;NA;1;NA;5;2
Gauge;Domingo;2019-09-29;2019-10-01;NA;NA;Relações Políticas;Extremo;ALERTA 08510/19: (Extremo) Divulgado entrevista de Lula que menciona Roberto e Olavo Setubal;765;704;1082577;755;255;NA;1;NA;3;3
Gauge;Terça;2019-10-01;2019-10-01;NA;NA;Fraude;Baixo;ALERTA 01512/19: (Baixo) Influenciadora relata golpe via SMS;13;10;26421;3;13;NA;NA;NA;1;0
Gauge;Terça;2019-10-01;2019-10-02;NA;NA;Institucional;Alto;ALERTA 07513/19: (ALTO) Influenciador critica neto de dono do Itaú;482;478;566094;480;241;NA;NA;NA;2;1
Gauge;Terça;2019-10-01;2019-10-21;NA;NA;Relações Políticas;Extremo;ALERTA 08516/19: (Extremo) Repercussão sobre as investigações da Lava Jato;9140;6426;7883698;8754;435;NA;1;NA;21;43
Gauge;Terça;2019-10-01;2019-10-05;NA;NA;Relações Políticas;Alto;ALERTA 08517/19: (ALTO) Repercussão sobre a aprovação da Reforma da Previdência;377;367;623430;358;75;NA;1;NA;5;4
Gauge;Terça;2019-10-01;2019-10-01;NA;NA;Agência;Baixo;ALERTA 11515/19: (Baixo) Assalto em agência termina com cliente baleado;2;2;14240;0;2;NA;NA;NA;1;0
Gauge;Quarta;2019-10-02;2019-10-02;@jwngrey;https://twitter.com/jwngrey/status/1179513466807341058;Atendimento;Baixo;ALERTA 03519/19: (Baixo) Usuária critica atendimento via telefone e alega homofobia;1;1;2116;0;1;NA;NA;NA;1;0
Gauge;Quarta;2019-10-02;2019-10-09;NA;NA;Relações Políticas;Baixo;ALERTA 08518/19: (Baixo) Suposto empréstimo do BNDES ao Itaú volta a repercutir;95;84;130804;39;10;NA;NA;NA;10;6
Gauge;Quinta;2019-10-03;2019-10-10;NA;NA;Fraude;Baixo;ALERTA 01520/19: (Baixo) Possível golpe via telefone;126;62;78665;71;14;NA;NA;NA;8;6
Gauge;Sexta;2019-10-04;2019-10-04;NA;NA;Agência;Baixo;ALERTA 11521/19: (Baixo) Cliente assaltado em agência faleceu;3;3;14316;0;2;NA;NA;NA;1;1
Gauge;Sexta;2019-10-04;2019-10-05;Sindicato dos Bancários;https://twitter.com/spbancarios/status/1180119495563730944;Relações Trabalhistas;Baixo;ALERTA 12522/19: (Baixo) Desligamento de funcionário em tratamento psiquiátrico;3;3;23346;2;2;NA;NA;NA;2;1
Gauge;Sábado;2019-10-05;2019-10-07;NA;NA;Produtos e Serviços;Baixo;ALERTA 06523/19: (Baixo) Influenciador ironiza taxa de juros do crédito pessoal;89;72;38858;33;30;NA;NA;NA;3;2
Gauge;Domingo;2019-10-06;2019-10-23;NA;NA;Produtos e Serviços;Moderado;ALERTA 06527/19: (Moderado) Instabilidade no aplicativo;218;173;157181;0;12;NA;NA;NA;18;12
Gauge;Domingo;2019-10-06;2019-10-09;NA;NA;Relações Políticas;Extremo;ALERTA 08524/19: (Extremo) : Retoma o caso da assessora de candidato do PT que supostamente realizou transações em conta Itaú;1619;1588;2195579;1615;405;NA;1;NA;4;4
Gauge;Segunda;2019-10-07;2019-10-14;NA;NA;Comunicação;Baixo;ALERTA 04526/19: (Baixo) Usuários criticam a nova campanha de Leia Para Uma Criança;63;61;98315;42;8;NA;NA;NA;8;3
Gauge;Segunda;2019-10-07;2019-10-16;NA;NA;Comunicação;NA;"ALERTA 04529/19: Internautas criticam o termo ""lixo"" na campanha Leia Para Uma Criança";0;NA;NA;NA;NA;NA;NA;NA;10;9
Gauge;Terça;2019-10-08;2019-10-09;NA;NA;Relações Políticas;Moderado;ALERTA 08528/19: (Moderado) Amoêdo é associado ao Itaú em menção sobre as eleições de 2022;144;144;155221;143;72;NA;NA;NA;2;1
Gauge;Terça;2019-10-08;2019-10-08;OSOTSOG;https://twitter.com/notoriouslee2/status/1181438401154863104;Relações Trabalhistas;Baixo;ALERTA 12525/19: (Baixo) Internauta critica regras de formalidade do Itaú;1;1;104;0;1;NA;NA;NA;1;0
Gauge;Quarta;2019-10-09;2019-10-10;JuGinger;https://twitter.com/juginger/status/1181934430832746498;Diversidade;Baixo;ALERTA 12530/19: (Baixo) Usuário critica opções de escolhas de gênero no site;33;33;42878;32;17;NA;NA;NA;2;0
Gauge;Quinta;2019-10-10;2019-10-18;NA;NA;Relações Políticas;Baixo;ALERTA 08532/19: (Baixo) Internautas retomam suposto empréstimo do BNDES ao Itaú;57;56;57853;29;6;NA;NA;NA;9;4
Gauge;Sexta;2019-10-11;2019-10-14;NA;NA;Institucional;Moderado;ALERTA 07531/19: (Moderado) Lucratividade dos bancos segundo relatório do BC;129;128;238446;127;32;NA;NA;NA;4;1
Gauge;Sábado;2019-10-12;2019-10-20;NA;NA;Relações Políticas;Extremo;ALERTA 08533/19: (Extremo) Itaú é associado ao Partido Novo;692;642;1052371;628;77;NA;1;NA;9;4
Gauge;Segunda;2019-10-14;2019-10-17;NA;NA;Institucional;Extremo;ALERTA 07534/19: (Extremo) Torcedores do Flamengo contra CBF e Patrocinadores;974;591;595761;637;244;NA;1;NA;4;3
Gauge;Terça;2019-10-15;2019-10-23;NA;NA;Relações Políticas;Extremo;ALERTA 08535/19: (Extremo) Internautas relacionam Tabata Amaral a Itaú;1195;1141;1612116;1183;133;NA;1;NA;9;8
Gauge;Quinta;2019-10-17;2019-10-20;NA;NA;Institucional;Moderado;ALERTA 07536/19: (Moderado) Internautas retomam repercussão da retirada do relógio em BH;194;175;662732;117;49;NA;NA;NA;4;2
Gauge;Quinta;2019-10-17;2019-10-18;Lígia;https://twitter.com/crisemais10/status/1184968974964088832;Diversidade;Baixo;ALERTA 13537/19: (Baixo) Internauta acusa machismo no programa Investimento 360;1;1;226;0;1;NA;NA;NA;2;0
Gauge;Sexta;2019-10-18;2019-10-20;NA;NA;Fraude;Baixo;ALERTA 01538/19: (Baixo) Usuários relatam saques indevidos na conta do Itaú;19;11;7885;6;10;NA;NA;NA;2;1
Gauge;Sábado;2019-10-19;2019-10-21;NA;NA;Mobilidade;Baixo;ALERTA 09539/19: (Baixo) Associação da bike do Itaú com bicicleta usada em protesto violento no Chile;20;20;14903;17;7;NA;NA;NA;3;0
Gauge;Domingo;2019-10-20;2019-10-21;NA;NA;Relações Políticas;Baixo;ALERTA 08541/19: (Baixo) Bancos são acusados de suposto envolvimento ao desmatamento;11;10;9710;4;6;NA;NA;NA;2;0
Gauge;Segunda;2019-10-21;2019-10-27;NA;NA;Institucional;Alto;ALERTA 07540/19: (ALTO) Influenciador e usuários criticam a acionista Ana Lúcia Villela;847;723;1014916;708;121;NA;1;NA;7;6
Gauge;Terça;2019-10-22;2019-10-24;NA;NA;Relações Políticas;Extremo;ALERTA 08542/19: (Extremo) Detrator levanta suposta diferença entre Brasil e Chile e menciona o Itaú;632;627;741605;625;211;NA;1;NA;3;2
Gauge;Terça;2019-10-22;2019-10-30;NA;NA;Relações Políticas;Alto;ALERTA 08543/19: (ALTO) Usuários criticam declaração sobre a Reforma da Previdência;780;712;7640411;613;87;NA;1;NA;9;7
Gauge;Quinta;2019-10-24;2019-10-26;Kian, o pitel;https://twitter.com/nene_carente/status/1187472693483851779;Diversidade;Moderado;ALERTA 02544/19: (Moderado) Usuário (a) trans faz crítica à sociedade e menciona o Itaú;103;102;67174;102;34;NA;NA;NA;3;2
Gauge;Sexta;2019-10-25;2019-10-29;NA;NA;Institucional;Moderado;ALERTA 07545/19: (Moderado) Investigação do Cade sobre Rede e taxa de antecipação;198;166;21452571;83;40;NA;NA;NA;5;5
Gauge;Sexta;2019-10-25;2019-10-27;NA;NA;Relações Políticas;Baixo;ALERTA 08546/19: (Baixo) Luciano Huck faz declarações e é associado ao Itaú;44;42;281296;26;15;NA;NA;NA;3;0
Gauge;Quarta;2019-10-30;2019-10-31;Igor Mello;https://twitter.com/igormello/status/1189381036150575106;Relações Políticas;Alto;ALERTA 08547/19: (ALTO) Influenciador faz associações sobre o caso Marielle e cita Itaú;254;253;1035428;253;235;NA;1;NA;2;2
Gauge;Quarta;2019-10-30;2019-10-30;Waggy;https://twitter.com/waggylove/status/1189628944267599873;Diversidade;Baixo;ALERTA 13548/19: (Baixo) Usuário alega racismo em agência do Itaú;2;1;491;0;2;NA;NA;NA;1;0
